TOTAL_TAGS,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,LODS_MTI,LODS_MTI_128b
100,0.04883875,0.1352713750000001,0.06092825000000006,0.04940200000000001,0.057247812499999995,0.01582,0.0208765
150,0.06809937500000005,0.18388387500000036,0.091607,0.07101274999999999,0.07616431250000003,0.023742499999999996,0.029612499999999996
200,0.10048975000000024,0.2641112500000006,0.12382599999999988,0.11754224999999982,0.07962337500000002,0.0316775,0.04027818749999999
250,0.10378375000000024,0.3160762500000004,0.15253524999999943,0.12877449999999974,0.08423100000000003,0.03664,0.04838
300,0.1361318750000004,0.37465012500000017,0.18142124999999892,0.14845724999999937,0.09876812500000004,0.04454999999999999,0.058890750000000006
350,0.1742323750000004,0.44630712499999997,0.2179074999999983,0.20997474999999777,0.10301700000000005,0.0524725,0.066567375
400,0.19929212500000043,0.5555041250000005,0.2493437499999979,0.24012399999999734,0.10409068750000003,0.060395,0.07784500000000001
450,0.20329425000000043,0.6088622500000013,0.2838099999999982,0.225852749999998,0.11490593750000004,0.0674055,0.08771462500000002
500,0.20591637500000043,0.650795375000002,0.32077599999999856,0.2571912499999979,0.11937137500000006,0.07328,0.09608987500000002
550,0.23606800000000047,0.7157751250000028,0.35617649999999895,0.28147374999999897,0.12491075000000004,0.08119,0.10661487500000003
600,0.27191550000000125,0.779340375000004,0.38448174999999923,0.29984075000000027,0.13547056250000003,0.0891125,0.11464062500000002
650,0.3102036250000026,0.9355088750000056,0.41470599999999963,0.3442217500000021,0.14344700000000002,0.097035,0.12578487500000002
700,0.3473268750000039,0.9574358750000058,0.4462179999999999,0.3572702500000028,0.14838843750000003,0.10200999999999998,0.13348150000000003
750,0.38555062500000525,1.0081273750000057,0.47164475000000017,0.7508162500000218,0.15470431250000002,0.10983999999999998,0.14448118750000005
800,0.3982677500000057,1.1885455000000027,0.4990662500000006,0.40409850000000525,0.15727637500000005,0.11784249999999999,0.15228237500000005
850,0.4033840000000059,1.126072125000004,0.5215640000000018,0.3869780000000039,0.16304375000000007,0.1257525,0.16294062500000003
900,0.404917375000006,1.2423843750000014,0.5574442500000043,0.44488950000000704,0.17501450000000007,0.13280999999999998,0.17262637500000005
950,0.40951887500000617,1.329900124999999,0.5868857500000062,0.46361800000000786,0.1822882500000001,0.1385825,0.18120800000000006
1000,0.41420375000000637,1.382781749999998,0.6137517500000079,0.4583227500000076,0.1837664375000001,0.14632693749999998,0.19218075000000007
