MISSING_RATE,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,LODS_MTI,LODS_MTI_128b
0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.15000000000000002,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.25,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.3,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.35,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.39999999999999997,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.44999999999999996,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.49999999999999994,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.5499999999999999,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.65,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.7000000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.7500000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.8000000000000002,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.8500000000000002,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.9000000000000002,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
